Siècle;Identifiant;Type voie;Préposition voie;Nom voie;Dénomination complète;Dénomination complète minuscule;Arrondissement;Date de l'arrêté;Date de caducité;Code voie VdP;Quartier;Code voie DGFIP;Longueur voie;Largeur voie;Feuille parcellaire;Début voie;Fin voie;Numéro pair;Numéro impair;Alignement;Servitude;Historique;Dénomination;Classement;Observation;Numérotage;Origine du nom;Déclassement;Nivellement;Assainissement;Ouverture
;8058;rue;de la;Baudrerie;RUE DE LA BAUDRERIE;rue de la Baudrerie;;;;;;;;;;;;;;;;Actuellement partie de la rue Brisemiche.;;;;;;;;;
;8068;ruelle;;Baudin;RUELLE BAUDIN;ruelle Baudin;;;;;;;;;;;;;;;;Actuellement rue de la Tour des Dames.;;;;;;;;;
;8726;rue;de l';Abreuvoir Marion;RUE DE L'ABREUVOIR MARION;rue de l'Abreuvoir Marion;;;;;;;;;;;;;;;;Actuellement partie de la rue des Bourdonnais.;;;;;;;;;
;7423;rue;des;Capucins;RUE DES CAPUCINS;rue des Capucins;;;;;;;;;;;;;;;;Supprimé. Elle était située rue Saint-Honoré, entre les couvents des Capucins et des Feuillants.;;;;;;;;;
;8115;chemin de ronde;des;Bassins;CHEMIN DE RONDE DES BASSINS;chemin de ronde des Bassins;;;;;;;;;;;;;;;;Actuellement partie de l'avenue Kléber.;;;;;;;;;
;8134;rue;de la;Basennerie;RUE DE LA BASENNERIE;rue de la Basennerie;;;;;;;;;;;;;;;;Voir : Avignon (rue d').;;;;;;;;;
;8137;rue;du;Bas Popincourt;RUE DU BAS POPINCOURT;rue du Bas Popincourt;;;;;;;;;;;;;;;;Ou Bas Pincourt. Voir : Bas Pincourt (rue du).;;;;;;;;;
;7793;cul-de-sac;;Boeuf et Oue;CUL-DE-SAC BOEUF ET OUE;cul-de-sac Boeuf et Oue;;;;;;;;;;;;;;;;Actuellement imp. du Boeuf.;;;;;;;;;
20;8397;villa;des;Artisans;VILLA DES ARTISANS;villa des Artisans;12e;1960-09-28;;;Picpus;;;;;rue de Reuilly, 45.;;18;21;;;Supprimée en 1978. Etait située rue de Reuilly, 45. Précédemment voie T/12.;Décision préfectorale du 28 septembre 1960;;;;Nom donné par les propriétaires;;;;
;8400;place;de l';Arsenal;PLACE DE L'ARSENAL;place de l'Arsenal;04e;;;;Arsenal;;;;;;;;;;;Ou des Armes. Supprimée par la création de la rue de l'Orme (décret du 21 mars 1878). Elle était située à la rencontre des rues de l'Arsenal et de la Cerisaie. Elle avait anciennement porté le nom de cour des Ormes et antérieurement celui de cour du Salpêtre.;;;;;;;;;
;8401;cour;de l';Arsenal;COUR DE L'ARSENAL;cour de l'Arsenal;;;;;;;;;;;;;;;;Actuellement rue de Sully.;;;;;;;;;
;7849;passage;du;Billard;PASSAGE DU BILLARD;passage du Billard;;;;;;;;;;;;;;;;Supprimé. Il était situé dans l'île de la Cité et allait de la rue du Marché Neuf (Supprimé.) à la rue de la Calandre (Supprimé.).;;;;;;;;;
;8461;rue;de l';Araigne;RUE DE L'ARAIGNE;rue de l'Araigne;;;;;;;;;;;;;;;;Voir : Triperie (rue de la).;;;;;;;;;
;7864;rue;du;Biberon Robert;RUE DU BIBERON ROBERT;rue du Biberon Robert;;;;;;;;;;;;;;;;Actuellement rue Edouard Robert.;;;;;;;;;
;7891;rue;;Besson;RUE BESSON;rue Besson;12e;;;;Bercy;;;;;;;;;;;Supprimé. Elle était située dans les entrepôts de Bercy.;;;;;;;;;
;7918;galerie;;Bergère;GALERIE BERGERE;galerie Bergère;;;1927-12-31;;;;;;;;;;;;;Supprimée en 1927. Commençait rue Monthyon (Actuellement rue Mouton-Duvernet), finissait rue Geoffroy-Marie, 10.;;;;;;;;;
;8539;rue;;Andréine;RUE ANDREINE;rue Andréine;;;;;;;;;;;;;;;;Supprimé. par l'ouverture de l'av. du Bois de Boulogne (Actuellement av. Foch). Elle commençait route de Saint-Denis (Actuellement av. de Malakoff) et finissait av. Dauphine (Actuellement av. Bugeaud).;;;;;;;;;
;7240;partie de la rue;des;Champeaux;PARTIE DE LA RUE DES CHAMPEAUX;partie de la rue des Champeaux;;;;;;;;;;;;;;;;Supprimé. Commençait av. Ibsen, finissait rue des Champeaux à la limite du territoire de Bagnolet.;;;;;;;;;
;7265;place;du;Champ D'Albiac;PLACE DU CHAMP D'ALBIAC;place du Champ D'Albiac;;;;;;;;;;;;;;;;Supprimé. Elle était située au débouché de la rue de l'Epée de Bois sur la rue Gracieuse.;;;;;;;;;
;7266;cour;de;Chamonard;COUR DE CHAMONARD;cour de Chamonard;12e;;;;Bercy;;;;;;;;;;;Supprimée. Voie située dans les entrepôts de Bercy.;;;;;Entrepôt de M. Chamonard;;;;
;7277;villa;des;Chalets;VILLA DES CHALETS;villa des Chalets;;;;;;;;;;;;;;;;Supprimée. Commençait allée des Chalets (Supprimé.) finissait rue Lécuyer prolongée (Supprimé.).;;;;;;;;;
;7940;cité;;Bénard;CITE BENARD;cité Bénard;11e;;;;Sainte-Marguerite;;82;6;;rue de Montreuil, 119.;;10;11;;;Supprimée.;;;;;M. Bénard, propriétaire;;;;
;7309;boulevard;;Cerutti;BOULEVARD CERUTTI;boulevard Cerutti;;;;;;;;;;;;;;;;Actuellement boul. de la Madeleine, des Capucines et des Italiens.;;;;;;;;;
;7328;rue;;Centière;RUE CENTIERE;rue Centière;;;;;;;;;;;;;;;;Actuellement partie de la rue du Sentier.;;;;;;;;;
;7980;rue;de;Behaigne;RUE DE BEHAIGNE;rue de Behaigne;;;;;;;;;;;;;;;;Voir : Orléans Saint-Honoré (rue d').;;;;;;;;;
;7982;rue;des;Béguines;RUE DES BEGUINES;rue des Béguines;;;;;;;;;;;;;;;;Actuellement rue de l'Ave Maria.;;;;;;;;;
;8002;passage;;Beaulieu;PASSAGE BEAULIEU;passage Beaulieu;12e;;;;Picpus;;243;3,5;;rue de la Lancette, 31.;rue Claude Decaen, 85;10;23;;;Supprimé par l'aménagement de l'îlot en 1954. Précédemment passage de la Sablière.;;;;;M. Beaulieu, propriétaire du terrain sur lequel la voie a été ouverte.;;;;
;8014;cul-de-sac;;Beaudoin Prend Gaie;CUL-DE-SAC BEAUDOIN PREND GAIE;cul-de-sac Beaudoin Prend Gaie;;;;;;;;;;;;;;;;Ou Baudoin prend Gaige. Voir : Rollin prend Gage (cul-de-sac).;;;;;;;;;
;7338;rue;des;Célestins;RUE DES CELESTINS;rue des Célestins;;;;;;;;;;;;;;;;Actuellement rue du Petit Musc.;;;;;Couvent des Célestins fondé en 1352.;;;;
;7349;voie;;CA/12;VOIE CA/12;voie CA/12;12e;;1995-07-18;;Quinze-Vingts;;;;;;;;;;;Dénommée place Henri Frenay par arrêté municipal du 18 juillet 1995.;;;;;;;;;
;7356;rue;;Cavateria;RUE CAVATERIA;rue Cavateria;;;;;;;;;;;;;;;;Voir : Saint-Eloi (rue).;;;;;;;;;
;7369;rue ou ruelle;;Cassel;RUE OU RUELLE CASSEL;rue ou ruelle Cassel;;;;;;;;;;;;;;;;Voir : Beurrière (rue).;;;;;;;;;
;7370;rue;de;Cassel;RUE DE CASSEL;rue de Cassel;;;;;;;;;;;;;;;;Actuellement rue Cassette. Précédemment ruelle de Cassel, chemin de Poulignis, rue de Cassel, grant rue de Cassel.;;;;;;;;;
;8633;rue;;Alain de Dampierre;RUE ALAIN DE DAMPIERRE;rue Alain de Dampierre;;;;;;;;;;;;;;;;Actuellement partie de la rue des Lombards.;;;;;;;;;
;7394;chemin;des;Carrières;CHEMIN DES CARRIERES;chemin des Carrières;11e;;;;Roquette, Saint-Ambroise;;;;;;;;;;;Dénommé ainsi en 1627 (arpentage des biens des religieuses hospitalières de Saint-Gervais dans le Faubourg Saint-Antoine). Actuellement rue du Chemin Vert.;;;;;;;;;
;7421;ruelle;des;Capucins;RUELLE DES CAPUCINS;ruelle des Capucins;;;;;;;;;;;;;;;;Actuellement rue Méchain.;;;;;;;;;
;8066;rue;de la;Baudoierie;RUE DE LA BAUDOIERIE;rue de la Baudoierie;;;;;;;;;;;;;;;;Partie Supprimé. de la rue Simon Le Franc, entre les rues Brisemiche (tronçon Supprimé.) et Saint-Martin.;;;;;;;;;
;8075;ruelle;;Baudet;RUELLE BAUDET;ruelle Baudet;;;;;;;;;;;;;;;;Actuellement rue des Saussaies.;;;;;;;;;
;8082;place;;Baudea;PLACE BAUDEA;place Baudea;;;;;;;;;;;;;;;;Voir : Baudoyer (place).;;;;;;;;;
;8086;porte;;Baudais;PORTE BAUDAIS;porte Baudais;;;;;;;;;;;;;;;;Baudayer ou encore Baudeer. Voir : Baudoyer (porte).;;;;;;;;;
;7442;rue;;Campo Florido;RUE CAMPO FLORIDO;rue Campo Florido;;;;;;;;;;;;;;;;Voir : Bibliothèque (rue de la).;;;;;;;;;
;7457;passage;;Calba;PASSAGE CALBA;passage Calba;;;;;;;;;;;;;;;;Supprimé. en 1941. Commençait av. de la Porte d'Ivry, finissait av. de la Porte de Choisy.;;;;;;;;;
;8734;rue;d';Ablon;RUE D'ABLON;rue d'Ablon;;;;;;;;;;;;;;;;Actuellement rue Saint-Médard.;;;;;;;;;
;1703;carrefour;;Saint-Hippolyte;CARREFOUR SAINT-HIPPOLYTE;carrefour Saint-Hippolyte;;;;;;;;;;;;;;;;Supprimé par l'ouverture de l'avenue des Gobelins. Il était formé par la rencontre des rues Saint-Hippolyte, des Trois Couronnes (Supprimé.) et Pierre Assis (Supprimé.).;;;;;;;;;
;1714;rue;;Saint-Gervais;RUE SAINT-GERVAIS;rue Saint-Gervais;03e;;1868-04-02;;Archives;;;;;;;;;;;Dénommée partie de la rue de Thorigny (entre les rues des Coutures Saint-Gervais et Debelleyme) par arrêté préfectoral du 2 avril 1868;;;;;;;;;
;1744;rue;;Saint-François;RUE SAINT-FRANCOIS;rue Saint-François;03e;;;;Archives;;;;;;;;;;;Actuellement partie de la rue Debelleyme.;;;;;;;;;
;1752;impasse;;Saint-Faron;IMPASSE SAINT-FARON;impasse Saint-Faron;;;;;;;;;;;;;;;;Supprimée par l'ouverture de la rue de Rivoli. Elle était située rue de la Tixeranderie (supprimée). En 1300, impasse de l'Escullerie. En 1313, rue de la Violette, puis rue des Juifs et ruelle ou cul-de-sac Barentin.;;;;;;;;;
;1816;rue;;Saint-Charles;RUE SAINT-CHARLES;rue Saint-Charles;;;;;;;;;;;;;;;;Actuellement rue Guilleminot.;;;;;;;;;
;2024;pont;;Rouge;PONT ROUGE;pont Rouge;04e;;;;Notre-Dame;;;;;;;;;;;Supprimé et remplacé par le pont Saint-Louis.;;;;;;;;;
;2031;place;de la;Rotonde du Temple;PLACE DE LA ROTONDE DU TEMPLE;place de la Rotonde du Temple;03e;;1877-02-01;;Enfants-Rouges;;;;;;;;;;;Supprimée en partie par la reconstruction du marché du Temple. Elle était située entre les rues Dupetit-Thouars et Perrée. La partie restante a été dénommée partie de la rue de Picardie par arrêté préfetoral du 1er février 1877;;;;;;;;;
;2041;rue;des;Rosiers;RUE DES ROSIERS;rue des Rosiers;04e;;;;Saint-Gervais;;;;;;;;;;;Actuellement partie de la rue Ferdinand Duval.;;;;;;;;;
;2134;rue;de la;Révolution;RUE DE LA REVOLUTION;rue de la Révolution;;;;;;;;;;;;;;;;Actuellement rue Royale.;;;;;;;;;
;2144;place;de la;Réunion;PLACE DE LA REUNION;place de la Réunion;;;;;;;;;;;;;;;;Actuellement place du Carrousel.;;;;;;;;;
;2152;cité;de;Reuilly;CITE DE REUILLY;cité de Reuilly;;;;;;;;;;;;;;;;Actuellement rue de la Gare de Reuilly.;;;;;;;;;
;1867;rue;;Saint-André;RUE SAINT-ANDRE;rue Saint-André;;;;;;;;;;;;;;;;Ou Saint-Andrieu, Saint-André de Laas ou encore Saint-André des Arcs. Actuellement rue Saint-André des Arts.;;;;;;;;;
;1872;avenue;;Saint-André;AVENUE SAINT-ANDRE;avenue Saint-André;;;;;;;;;;;;;;;;Supprimé. vers 1867. Elle était située rue de l'Assomption.;;;;;;;;;
;1882;impasse;;Saille en Bien;IMPASSE SAILLE EN BIEN;impasse Saille en Bien;;;;;;;;;;;;;;;;Voir : Salientis (Vicus).;;;;;;;;;
;1948;route;;Nationale N° 10;ROUTE NATIONALE N? 10;route Nationale N° 10;;;;;;;;;;;;;;;;Devenue quai de Passy. Actuellement avenue de Versailles, avenue Edouard Vaillant et avenue du Président Kennedy.;;;;;;;;;
;1985;route;;Départementale N° 23;ROUTE DEPARTEMENTALE N? 23;route Départementale N° 23;;;;;;;;;;;;;;;;Actuellement rues de Bagnolet et Saint-Blaise.;;;;;;;;;
;4568;place;;Labat;PLACE LABAT;place Labat;;;;;;;;;;;;;;;;Supprimée par l'ouverture du boulevard Barbès. Elle était située sur le passage de ce boulevard à la hauteur des rues Labat et Simart.;;;;;;;;;
;4571;rue;;Laas;RUE LAAS;rue Laas;;;;;;;;;;;;;;;;Ou Lias. Voir : Poupée (rue).;;;;;;;;;
;4477;passage;;Leclère;PASSAGE LECLERE;passage Leclère;;;;;;;;;;;;;;;;Supprimé. par l'ouverture du boul. Voltaire. Commençait rue de Malte et finissait rue du Grand Prieuré.;;;;;;;;;
;4502;cul-de-sac;;Launay;CUL-DE-SAC LAUNAY;cul-de-sac Launay;;;;;;;;;;;;;;;;Actuellement imp. Delaunay.;;;;;;;;;
;4413;quai;de la;Liberté;QUAI DE LA LIBERTE;quai de la Liberté;;;;;;;;;;;;;;;;Actuellement quai de Béthune.;;;;;;;;;
;4427;impasse;;Levé;IMPASSE LEVE;impasse Levé;;;;;;;;;;;;;;;;Supprimé. Elle était située rue du Moulin des Prés, 2.;;;;;;;;;
;4542;rue;de;Lair;RUE DE LAIR;rue de Lair;;;;;;;;;;;;;;;;Actuellement rue Pierre Bayle et rue de Mont-Louis.;;;;;;;;;
;4526;ruelle;de la;Lancette;RUELLE DE LA LANCETTE;ruelle de la Lancette;;;;;;;;;;;;;;;;Supprimé. Elle commençait rue de Fécamp, finissait rue Nicolaï.;;;;;;;;;
;4527;rue;de la;Lamproie;RUE DE LA LAMPROIE;rue de la Lamproie;;;;;;;;;;;;;;;;Voir : Coquerelle (imp.).;;;;;;;;;
;4295;rue;;Macra Madiana;RUE MACRA MADIANA;rue Macra Madiana;;;;;;;;;;;;;;;;Voir : Pelleterie (rue de la).;;;;;;;;;
;4331;pont;du;Louvre;PONT DU LOUVRE;pont du Louvre;;;;;;;;;;;;;;;;Actuellement pont des Arts.;;;;;;;;;
;4337;rue;;Loustalot;RUE LOUSTALOT;rue Loustalot;;;;;;;;;;;;;;;;Actuellement partie des rues du Cardinal Lemoine et Thouin.;;;;;;;;;
;4350;rue;;Louis-Philippe Ier;RUE LOUIS-PHILIPPE IER;rue Louis-Philippe Ier;;;;;;;;;;;;;;;;Actuellement rue d'Alger.;;;;;;;;;
;4376;chemin de ronde;de;Longchamp;CHEMIN DE RONDE DE LONGCHAMP;chemin de ronde de Longchamp;;;;;;;;;;;;;;;;Actuellement partie de l'av. Kléber et de la place du Trocadéro et du 11 Novembre.;;;;;;;;;
;7651;rue;du;Bourc Tibout;RUE DU BOURC TIBOUT;rue du Bourc Tibout;;;;;;;;;;;;;;;;Voir : Bourg Thiébault (rue du).;;;;;;;;;
;7665;rue;de la;Bourbe;RUE DE LA BOURBE;rue de la Bourbe;;;;;;;;;;;;;;;;Voir : Port-Royal (rue de).;;;;;;;;;
;7677;rue;du;Boullaier;RUE DU BOULLAIER;rue du Boullaier;;;;;;;;;;;;;;;;Actuellement partie de la rue de Sèvres.;;;;;;;;;
;7693;rue;;Boudebrie;RUE BOUDEBRIE;rue Boudebrie;;;;;;;;;;;;;;;;Actuellement rue Boutebrie.;;;;;;;;;
;8300;rue;de l';Aveugle;RUE DE L'AVEUGLE;rue de l'Aveugle;;;;;;;;;;;;;;;;Ou Aveugles (rue des). Actuellement partie de la rue Saint-Sulpice.;;;;;;;;;
;8324;passage;d';Austerlitz;PASSAGE D'AUSTERLITZ;passage d'Austerlitz;;;;;;;;;;;;;;;;Actuellement rue d'Austerlitz.;;;;;;;;;
;7785;rue ou chemin;des;Boeufs;RUE OU CHEMIN DES BOEUFS;rue ou chemin des Boeufs;;;;;;;;;;;;;;;;Actuellement partie de la rue du Moulin Vert.;;;;;;;;;
;7805;rue;de la;Bloquerie;RUE DE LA BLOQUERIE;rue de la Bloquerie;;;;;;;;;;;;;;;;Actuellement partie Supprimé. de la rue de Venise.;;;;;;;;;
;8416;rue;de l';Armite;RUE DE L'ARMITE;rue de l'Armite;;;;;;;;;;;;;;;;Voir : Deux Ermites (rue des).;;;;;;;;;
;8430;barrière;d';Arcueil;BARRIERE D'ARCUEIL;barrière d'Arcueil;;;;;;;;;;;;;;;;"Supprimé. Elle était située boul. Saint-Jacques, en face de la rue du Faubourg Saint-Jacques ; elle avait aussi porté le nom de barrière de la Fosse aux Lions.";;;;;;;;;
;7847;cul-de-sac;des;Billettes;CUL-DE-SAC DES BILLETTES;cul-de-sac des Billettes;04e;;;;Saint-Merri;;;;;;;;;;;Actuellement partie du square Sainte-Croix de la Bretonnerie.;;;;;;;;;
;8439;rue;de l';Archet;RUE DE L'ARCHET;rue de l'Archet;;;;;;;;;;;;;;;;Voir : Teinturiers (rue des).;;;;;;;;;
;8441;sentier;des;Arches;SENTIER DES ARCHES;sentier des Arches;;;;;;;;;;;;;;;;Actuellement partie des rues Wilhem et Narcisse Diaz.;;;;;;;;;
;8467;rue;de l';Aqueduc;RUE DE L'AQUEDUC;rue de l'Aqueduc;;;;;;;;;;;;;;;;Actuellement partie de la rue de Douai.;;;;;;;;;
;7910;passage;des;Bernardins;PASSAGE DES BERNARDINS;passage des Bernardins;;;;;;;;;;;;;;;;Supprimé. Il commençait rue de Pontoise et finissait rue des Bernardins.;;;;;;;;;
;7925;barrière;de;Bercy;BARRIERE DE BERCY;barrière de Bercy;;;;;;;;;;;;;;;;Supprimé. Elle était située boul. de Bercy, à l'extrémité de la rue de Bercy. Aussi nommée barrière des Poules.;;;;;;;;;
;7252;;le;Champ des Capucins;LE CHAMP DES CAPUCINS;le Champ des Capucins;;;;;;;;;;;;;;;;Actuellement partie du boul. de Port-Royal. Il était situé entre les anciennes rues des Bourguignons et des Capucins (Supprimé.).;;;;;;;;;
;7253;rue;du;Champ des Bouchers;RUE DU CHAMP DES BOUCHERS;rue du Champ des Bouchers;;;;;;;;;;;;;;;;Ou Champ de la Boucherie. Voir : Champ de la Boucherie (rue du).;;;;;;;;;
;7259;ruelle;du;Champ de la Foire;RUELLE DU CHAMP DE LA FOIRE;ruelle du Champ de la Foire;;;;;;;;;;;;;;;;Actuellement rue de Tournon.;;;;;;;;;
;7281;cour;de;Châles;COUR DE CHALES;cour de Châles;;;;;;;;;;;;;;;;Voir : Corbes (pas.).;;;;;;;;;
;7972;rue;de;Bel Air;RUE DE BEL AIR;rue de Bel Air;;;;;;;;;;;;;;;;Ou Bel Ayr (chemin de). Actuellement partie de la rue de Vaugirard.;;;;;;;;;
;2241;boulevard;des;Rats;BOULEVARD DES RATS;boulevard des Rats;;;1851-05-10;;;;;;;;;;;;;Dénommé partie boulevard de Fontarabie par arrêté préfectoral du 10 mai 1851. Actuellement partie du boulevard de Ménilmontant.;;;;;;;;;
;2251;boulevard;de la;Rapée;BOULEVARD DE LA RAPEE;boulevard de la Rapée;12e;;1864-12-30;;Bercy;;;;;;;;;;;Dénommé partie du boulevard de Bercy par arrêté préfectoral du 30 décembre 1864.;;;;;;;;;
;2270;parvis;de la;Raison;PARVIS DE LA RAISON;parvis de la Raison;;;;;;;;;;;;;;;;Actuellement partie de la place du Parvis Notre-Dame.;;;;;;;;;
;2276;rue;de la;Radrerie;RUE DE LA RADRERIE;rue de la Radrerie;;;;;;;;;;;;;;;;Voir : Jean Pain Mollet (rue).;;;;;;;;;
;2282;rue;;Q;RUE Q;rue Q;;;;;;;;;;;;;;;;Actuellement partie du boulevard Ornano.;;;;;;;;;
;2368;rue;des;Provaires;RUE DES PROVAIRES;rue des Provaires;;;;;;;;;;;;;;;;Ou Prouvoires ou encore Prouvelle. Voir : Prouvelle (rue).;;;;;;;;;
;2420;rue;du;Pressoir du Bret;RUE DU PRESSOIR DU BRET;rue du Pressoir du Bret;;;;;;;;;;;;;;;;Actuellement rue Sauval.;;;;;;;;;
;2624;rue;de la;Poissonnerie;RUE DE LA POISSONNERIE;rue de la Poissonnerie;;;;;;;;;;;;;;;;Voir : Carneau (rue du).;;;;;;;;;
;2646;rue;du;Poil au Cul;RUE DU POIL AU CUL;rue du Poil au Cul;;;;;;;;;;;;;;;;Actuellement rue du Pélican.;;;;;;;;;
;2655;cité;;Plichon;CITE PLICHON;cité Plichon;11e;;;;Saint-Ambroise;;;;;;;;;;;Actuellement rue Plichon.;;;;;;;;;
;2685;rue;de la;Planchette;RUE DE LA PLANCHETTE;rue de la Planchette;;;;;;;;;;;;;;;;Actuellement partie de la rue de Charenton.;;;;;;;;;
;2707;rue;devant la;Place Saint-Denis;RUE DEVANT LA PLACE SAINT-DENIS;rue devant la Place Saint-Denis;;;;;;;;;;;;;;;;Actuellement rue de la Cité.;;;;;;;;;
;2738;rue;;Pierre Lombard;RUE PIERRE LOMBARD;rue Pierre Lombard;;;;;;;;;;;;;;;;Supprimée par l'ouverture du boulevard Saint-Marcel. Commençait place de la Collégiale (Supprimé.), finissait rue Mouffetard (tronçon Supprimé.).;;;;;;;;;
;2759;rue;;Pierre Agis;RUE PIERRE AGIS;rue Pierre Agis;;;;;;;;;;;;;;;;Ou Pierre Argile. Voir : Pierre Assis (rue).;;;;;;;;;
;2571;place;du;Pont Saint-Michel;PLACE DU PONT SAINT-MICHEL;place du Pont Saint-Michel;;;;;;;;;;;;;;;;Englobée dans la place Saint-Michel.;;;;;;;;;
;2576;passage;du;Pont Neuf;PASSAGE DU PONT NEUF;passage du Pont Neuf;;;;;;;;;;;;;;;;Supprimé par l'ouverture de la rue Jacques Callot. Il commençait rue Mazarine et finissait rue de Seine.;;;;;;;;;
19;2583;rue;du;Pont de la Réforme;RUE DU PONT DE LA REFORME;rue du Pont de la Réforme;04e;1848-01-01;1852-12-31;;Saint-Gervais;;;;;;;;;;;Actuellement partie de la rue du Pont Louis-Philippe.;;;;;;;;;
;2809;rue;des;Petits Champs;RUE DES PETITS CHAMPS;rue des Petits Champs;03e;;1864-08-24;;Sainte-Avoye;;;;;;;;;;;Dénommée rue Brantôme (supprimée) par décret impérial du 24 août 1864.;;;Dite aussi rue des Petits Champs Saint-Martin;;;;;;
;2858;;;Petit Pont;PETIT PONT;Petit Pont;;;;;;;;;;;;;;;;Actuellement pont Saint-Michel. A été nommé Petit Pont, Petit Pont Neuf puis pont Neuf.;;;;;;;;;
;2895;place;du;Petit Champ d'Albiac;PLACE DU PETIT CHAMP D'ALBIAC;place du Petit Champ d'Albiac;;;;;;;;;;;;;;;;Supprimé. Elle était située à l'extrémité de la rue de l'Epée de Bois sur la rue Gracieuse.;;;;;;;;;
;2942;rue;de;Périgueux;RUE DE PERIGUEUX;rue de Périgueux;03e;;1865-10-02;;Enfants-Rouges;;;;;;;;;;;Dénommée partie de la rue Debelleyme par décret impérial du 2 octobre 1865.;;;Dite aussi rue du Périgord;;;;;;
;2949;cul-de-sac;des;Pères de l'Oratoire;CUL-DE-SAC DES PERES DE L'ORATOIRE;cul-de-sac des Pères de l'Oratoire;;;;;;;;;;;;;;;;Actuellement rue de l'Oratoire.;;;;;;;;;
;3010;rue;;Pavée Goire;RUE PAVEE GOIRE;rue Pavée Goire;;;;;;;;;;;;;;;;Voir : Mûrier (rue du).;;;;;;;;;
;3208;rue;d';Orléans;RUE D'ORLEANS;rue d'Orléans;03e;;1851-03-11;;Archives;;;;;;;;;;;Dénommée partie de la rue Charlot par arrêté préfectoral du 11 mars 1851.;;;Dite aussi rue d'Orléans au Marais;;;;;;
;3279;rue;des;Oblayers;RUE DES OBLAYERS;rue des Oblayers;;;;;;;;;;;;;;;;Ou Oblayeurs ou encore Obléeurs. Voir : Licorne (rue de la).;;;;;;;;;
;3283;rue;;o'Lard;RUE O'LARD;rue o'Lard;;;;;;;;;;;;;;;;Supprimé. Elle était une partie de la rue Pierre au Lard.;;;;;;;;;
;3307;rue;;Nouvelle;RUE NOUVELLE;rue Nouvelle;11e;;;;Saint-Ambroise;;;;;;;;;;;Actuellement rue Saint-Hubert.;;;;;;;;;
;3322;rue ou vieille rue;;Notre-Dame;RUE OU VIEILLE RUE NOTRE-DAME;rue ou vieille rue Notre-Dame;;;;;;;;;;;;;;;;Actuellement rue Censier.;;;;;;;;;
;3168;rue;;Oteriche;RUE OTERICHE;rue Oteriche;;;;;;;;;;;;;;;;Voir : Autriche (rue d').;;;;;;;;;
;3440;rue;;Neuve Égalité;RUE NEUVE EGALITE;rue Neuve Égalité;;;;;;;;;;;;;;;;Actuellement partie de la rue d'Aboukir.;;;;;;;;;
;3490;rue;;Neuve de Ménilmontant;RUE NEUVE DE MENILMONTANT;rue Neuve de Ménilmontant;03e;;1864-08-24;;Enfants-Rouges;;;;;;;;;;;Dénommée rue Commines par décret impérial du 24 août 1864.;;;;;;;;;
19;3558;rue;;Neufchâteau;RUE NEUFCHATEAU;rue Neufchâteau;11e;1867-03-02;;;Roquette;;;;;;;;;;;Devenue rue François de Neufchâteau.;Décret du 2 mars 1867.;;;;Le comte Nicolas Louis François de Neufchâteau (1750-1828), homme d'Etat et littérateur.;;;;
;3587;avenue;de la;Nation;AVENUE DE LA NATION;avenue de la Nation;;;;;;;;;;;;;;;;Actuellement avenue de l'Opéra.;;;;;;;;;
;3589;porte;de;Narbonne;PORTE DE NARBONNE;porte de Narbonne;;;;;;;;;;;;;;;;Voir : Enfer (porte d').;;;;;;;;;
;3619;quai;du;Muséum;QUAI DU MUSEUM;quai du Muséum;;;;;;;;;;;;;;;;Actuellement quai du Louvre.;;;;;;;;;
;3837;rue;;Monconseil;RUE MONCONSEIL;rue Monconseil;;;;;;;;;;;;;;;;Actuellement rue Mauconseil.;;;;;;;;;
;3864;quai;;Mofils;QUAI MOFILS;quai Mofils;;;;;;;;;;;;;;;;Voir : Ormes (quai des).;;;;;;;;;
;3766;cul-de-sac;du;Montparnasse;CUL-DE-SAC DU MONTPARNASSE;cul-de-sac du Montparnasse;;;;;;;;;;;;;;;;Nom ancien d'une imp. située 75, boul. du Montparnasse.;;;;;;;;;
;3818;rue;;Mont Louis;RUE MONT LOUIS;rue Mont Louis;11e;;;;Roquette;;;;;;;;;;;Devenue rue de Mont-Louis.;;;;;;;;;
;4279;partie de la cité;de;Magenta;PARTIE DE LA CITE DE MAGENTA;partie de la cité de Magenta;;;;;;;;;;;;;;;;Actuellement cité Hittorf pour partie, le reste à été absorbé par la rue Hittorf. Précédemment cité Grange.;;;;;;;;;
;4019;rue;de la;Mauricaute;RUE DE LA MAURICAUTE;rue de la Mauricaute;;;;;;;;;;;;;;;;Ou Folie Marcaut, Folie Mauricaut, Mauricourt ou encore Moricourt. Voir : Folie Marcaut (rue de la).;;;;;;;;;
;4026;rue;;Maudétour;RUE MAUDETOUR;rue Maudétour;;;;;;;;;;;;;;;;Ou Maudestour. Actuellement rue Mondétour.;;;;;;;;;
;4045;partie de l'impasse;;Masson-Plet;PARTIE DE L'IMPASSE MASSON-PLET;partie de l'impasse Masson-Plet;;;;;;;;;;;;;;;;Supprimé. en 1941. Etait située av. du Parc des Expositions (Supprimé.).;;;;;;;;;
;4096;rue;des;Marionnettes;RUE DES MARIONNETTES;rue des Marionnettes;;;;;;;;;;;;;;;;Actuellement rue des Marmousets.;;;;;;;;;
;4130;rue;du;Marché Palu;RUE DU MARCHE PALU;rue du Marché Palu;;;;;;;;;;;;;;;;Voir : Calandre (rue de la).;;;;;;;;;
